t t ref_freq ref_freq electric_frequency electric_frequency hall_freq hall_freq isA isA isB isB isC isC isD isD isQ isQ VsD VsD VsQ VsQ Vs Vs Vs_cita Vs_cita Vs_cita_relative Vs_cita_relative psisD psisD psisQ psisQ psis psis psis_alpha psis_alpha psis_ref psis_ref te te Ud Ud pi_control pi_control pi_max pi_max
t 16777216.00 ref_freq 0.00 electric_frequency 25.00 hall_freq 0.00 isA -6.09 isB -6.00 isC 12.08 isD -6.09 isQ -10.44 VsD -0.86 VsQ -1.52 Vs 1.67 Vs_cita 240.80 Vs_cita_relative 240.80 psisD 0.01 psisQ 25.00 psis 0.01 psis_alpha 58.32 psis_ref 25.00000 te -0.03 Ud 4.07 pi_control 0.00 pi_max 0.01
t 16777216.00 ref_freq 0.00 electric_frequency 0.09 hall_freq 0.00 isA -5.94 isB -5.91 isC 11.85 isD -5.94 isQ -10.25 VsD -0.80 VsQ -1.43 Vs 1.65 Vs_cita 240.35 Vs_cita_relative 240.35 psisD 0.01 psisQ 25.00 psis 0.01 psis_alpha 58.32 psis_ref 25.00000 te 25.00 Ud 4.14 pi_control -0.00 pi_max 0.01
t 16777216.00 ref_freq 0.00 electric_frequency 0.05 hall_freq 0.00 isA -5.97 isB -5.89 isC 11.86 isD -5.97 isQ -10.25 VsD -0.80 VsQ -1.43 Vs 1.65 Vs_cita 240.41 Vs_cita_relative 240.41 psisD 0.01 psisQ 25.00 psis 0.01 psis_alpha 58.32 psis_ref 25.00000 te -0.03 Ud 4.16 pi_control -0.00 pi_max 0.01
t 16777216.00 ref_freq 0.00 electric_frequency 0.01 hall_freq 0.00 isA -5.95 isB -5.89 isC 11.84 isD -5.95 isQ -10.23 VsD -0.80 VsQ -1.43 Vs 1.65 Vs_cita 240.62 Vs_cita_relative 240.62 psisD 0.01 psisQ 25.00 psis 0.01 psis_alpha 58.32 psis_ref 25.00000 te -0.03 Ud 4.18 pi_control -0.00 pi_max 0.01
t 16777216.00 ref_freq 0.00 electric_frequency 0.25 hall_freq 0.00 isA -5.88 isB 25.00 isC 11.96 isD -5.88 isQ -10.42 VsD -0.80 VsQ -1.49 Vs 1.66 Vs_cita 240.85 Vs_cita_relative 240.85 psisD 0.01 psisQ 25.00 psis 0.01 psis_alpha 58.33 psis_ref 25.00000 te -0.05 Ud 4.08 pi_control -0.00 pi_max 0.01
t 16777216.00 ref_freq 0.00 electric_frequency -0.05 hall_freq 0.00 isA -6.09 isB -6.00 isC 12.09 isD -6.09 isQ -10.45 VsD -0.85 VsQ -1.52 Vs 1.67 Vs_cita 240.83 Vs_cita_relative 240.83 psisD 0.01 psisQ 25.00 psis 0.01 psis_alpha 58.32 psis_ref 25.00000 te -0.03 Ud 4.07 pi_control 0.00 pi_max 0.01
t 16777216.00 ref_freq 0.00 electric_frequency 0.05 hall_freq 0.00 isA -5.95 isB -5.90 isC 11.85 isD -5.95 isQ -10.25 VsD -0.80 VsQ -1.44 Vs 1.66 Vs_cita 240.51 Vs_cita_relative 240.51 psisD 0.01 psisQ 25.00 psis 0.01 psis_alpha 58.32 psis_ref 25.00000 te -0.03 Ud 4.17 pi_control -0.00 pi_max 0.01
t 16777216.00 ref_freq 0.00 electric_frequency 0.01 hall_freq 0.00 isA -5.99 isB -5.91 isC 11.90 isD -5.99 isQ -10.28 VsD -0.81 VsQ -1.44 Vs 1.65 Vs_cita 240.54 Vs_cita_relative 240.54 psisD 0.01 psisQ 25.00 psis 0.01 psis_alpha 58.32 psis_ref 25.00000 te -0.03 Ud 4.13 pi_control 25.00 pi_max 0.01
t 16777216.00 ref_freq 0.00 electric_frequency -0.01 hall_freq 0.00 isA -5.91 isB -5.80 isC 11.71 isD -5.91 isQ -10.11 VsD -0.78 VsQ -1.39 Vs 1.66 Vs_cita 240.51 Vs_cita_relative 240.51 psisD 0.01 psisQ 25.00 psis 0.01 psis_alpha 58.32 psis_ref 25.00000 te -0.03 Ud 4.06 pi_control 0.00 pi_max 0.01
t 16777216.00 ref_freq 0.00 electric_frequency -0.22 hall_freq 0.00 isA -6.04 isB -6.02 isC 12.06 isD -6.04 isQ -10.44 VsD -0.85 VsQ -1.52 Vs 1.65 Vs_cita 241.85 Vs_cita_relative 241.85 psisD 0.01 psisQ 25.00 psis 0.01 psis_alpha 58.32 psis_ref 25.00000 te -0.04 Ud 4.09 pi_control 0.00 pi_max 0.01
t 16777216.00 ref_freq 0.00 electric_frequency -0.22 hall_freq 0.00 isA 25.00 isB -6.00 isC 12.00 isD 25.00 isQ -10.40 VsD -0.83 VsQ -1.49 Vs 1.65 Vs_cita 241.91 Vs_cita_relative 241.91 psisD 0.01 psisQ 25.00 psis 0.01 psis_alpha 58.32 psis_ref 25.00000 te -0.04 Ud 4.13 pi_control 0.00 pi_max 0.01
t 16777216.00 ref_freq 0.00 electric_frequency 0.03 hall_freq 0.00 isA -5.92 isB -5.85 isC 11.78 isD -5.92 isQ -10.18 VsD 25.00 VsQ -1.41 Vs 1.66 Vs_cita 240.51 Vs_cita_relative 240.51 psisD 0.01 psisQ 25.00 psis 0.01 psis_alpha 58.32 psis_ref 25.00000 te -0.03 Ud 4.04 pi_control 25.00 pi_max 0.01
t 16777216.00 ref_freq 0.00 electric_frequency 0.28 hall_freq 0.00 isA -5.84 isB -6.06 isC 25.00 isD -5.84 isQ -10.37 VsD -0.79 VsQ -1.49 Vs 1.65 Vs_cita 240.81 Vs_cita_relative 240.81 psisD 0.01 psisQ 25.00 psis 0.01 psis_alpha 25.00 psis_ref 25.00000 te -0.05 Ud 4.10 pi_control -0.00 pi_max 0.01
t 16777216.00 ref_freq 0.00 electric_frequency 0.00 hall_freq 0.00 isA 25.00 isB -5.92 isC 11.92 isD 25.00 isQ -10.30 VsD -0.83 VsQ -1.48 Vs 1.62 Vs_cita 240.70 Vs_cita_relative 240.70 psisD 0.01 psisQ 25.00 psis 0.01 psis_alpha 58.32 psis_ref 25.00000 te -0.03 Ud 4.11 pi_control -0.00 pi_max 0.01
t 16777216.00 ref_freq 0.00 electric_frequency -0.09 hall_freq 0.00 isA -5.96 isB -5.84 isC 11.80 isD -5.96 isQ -10.19 VsD -0.82 VsQ -1.44 Vs 1.61 Vs_cita 240.95 Vs_cita_relative 240.95 psisD 0.01 psisQ 25.00 psis 0.01 psis_alpha 58.32 psis_ref 25.00000 te -0.03 Ud 4.03 pi_control 0.00 pi_max 0.01
t 16777216.00 ref_freq 0.00 electric_frequency 0.03 hall_freq 0.00 isA -5.94 isB -5.91 isC 11.85 isD -5.94 isQ -10.26 VsD -0.79 VsQ -1.43 Vs 1.64 Vs_cita 240.65 Vs_cita_relative 240.65 psisD 0.01 psisQ 25.00 psis 0.01 psis_alpha 58.32 psis_ref 25.00000 te 25.00 Ud 4.15 pi_control -0.00 pi_max 0.01
t 16777216.00 ref_freq 0.00 electric_frequency -0.23 hall_freq 0.00 isA -5.96 isB -5.91 isC 11.87 isD -5.96 isQ -10.26 VsD -0.81 VsQ -1.46 Vs 1.65 Vs_cita 241.74 Vs_cita_relative 241.74 psisD 0.01 psisQ 25.00 psis 0.01 psis_alpha 58.32 psis_ref 25.00000 te -0.03 Ud 4.17 pi_control 0.00 pi_max 0.01
t 16777216.00 ref_freq 0.00 electric_frequency 0.15 hall_freq 0.00 isA -5.99 isB -6.05 isC 12.04 isD -5.99 isQ -10.44 VsD -0.85 VsQ -1.54 Vs 25.00 Vs_cita 240.75 Vs_cita_relative 240.75 psisD 0.01 psisQ 25.00 psis 0.01 psis_alpha 58.33 psis_ref 25.00000 te -0.04 Ud 4.08 pi_control -0.00 pi_max 0.01
t 16777216.00 ref_freq 0.00 electric_frequency -0.28 hall_freq 0.00 isA -6.02 isB -5.98 isC 12.00 isD -6.02 isQ -10.39 VsD -0.83 VsQ -1.49 Vs 1.64 Vs_cita 25.00 Vs_cita_relative 25.00 psisD 0.01 psisQ 25.00 psis 0.01 psis_alpha 58.32 psis_ref 25.00000 te 25.00 Ud 4.12 pi_control 0.00 pi_max 0.01
